user_id,public,completion_percentage,gender,region,AGE,I_am_working_in_field,spoken_languages,hobbies,I_most_enjoy_good_food,pets,body_type,my_eyesight,eye_color,hair_color,hair_type,completed_level_of_education,favourite_color,relation_to_smoking,relation_to_alcohol,sign_in_zodiac,on_pokec_i_am_looking_for,love_is_for_me,relation_to_casual_sex,my_partner_should_be,marital_status,children,relation_to_children,I_like_movies,I_like_watching_movie,I_like_music,I_mostly_like_listening_to_music,the_idea_of_good_evening,I_like_specialties_from_kitchen,fun,I_am_going_to_concerts,my_active_sports,my_passive_sports,profession,I_like_books,life_style,music,cars,politics,relationships,art_culture,hobbies_interests,science_technologies,computers_internet,education,sport,movies,travelling,health,companies_brands
373,1,84,0,bratislavsky kraj	bratislava - ostatne,11,som nezamestnany,null,nakupovanie	stanovanie	party	jedlo	kupalisko	tancovanie	spanie	chovatelstvo	pozeranie filmov	citanie	pc hry	prace okolo domu	cestovanie	sportovanie	fotografovanie	turistika	chodenie do muzei	priatelia	kino	varenie	malovanie	surfovanie po webe,v kuchyni pri stole	v dobrej restauracii	pri telke	v posteli,mam psa,priemerna,vyborny,zeleno-modre,hnede,dlhe,zakladne,biela	fialova	cervena	zelena	modra	oranzova	zlta	ruzova	hneda	cierna,null,null,null,niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a),to skutocne zalezi len na okolnostiach,moj najlepsi priatel,slobodny(a),nemam,nad tym som nerozmyslal(a),null,doma z gauca,disko	pop	hip-hop	muzikaly,na posteli,ist do kina alebo divadla,greckej	slovenskej,anti-skola	chalani-su-ako-zuvacky-sladki-a-lahko-sa-daju-omotat-okolo-prsta	bukekela-vianoce-d	bukekela-dede-je-najlepsi	pree-vseckych-mojich-naj-kamosovv-a-kamosky-na-celom-svete-4ever	skolaaaaaaaaaaaaaaa-fuuuuuuuuuuuuuuuuuuuuuj-prdaj-saaaaaaaaaaaaaaaj-tyyyyyyyy,ja na koncerty nechodim,futbal	hadzana	behanie	pingpong	lyzovanie	kolieskove korcule	plavanie	korculovanie,null,zakladna skola,null,som-kto-som	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	zamiluj-sa-do-mna-preto-kto-naozaj-som-nie-preto-ako-vyzeram	keby-moje-srdce-vedelo-rozpravat-rozpravalo-by-len-o-tebe-keby-moje-srdce-vedelo-chodit-slo-by-len-za-tebou-no-ono-vie-len-byt-a-preto-bije-pre-teba,europa-2	black_eyed_peas_	lukas-adamec-moja-super-strar-star-1	harry-styles-1	louis-tomlinson-1,null,null,najdolezitejsie-na-svete-nie-su-veci-ale-okamihy	to-co-urobis-je-viac-ako-to-co-len-povies	sklamane-srdieckoo-x	ak-chcem-chodit-s-dedem-poslem-pozvanku-nezalezi-na-pohlavi-dede-je-dede-x	laska-je-krasna-ale-boli	super-kamosi-na-svete	naj-kamosi-a-kamosky-na-svete-ktorych-lubiiim-ddddd	velmi-ho-mam-rada-a-nechcem-ho-nikdy-s-t-r-a-t-i-t	ludi-ktorych-mam-rada-najviac,pocket-monsters,cely-pokec-napchame-do-tohto-klubu	bukekela-vianoce-2,vsetkyy-baby-sem-budeme-mat-vjac-clenov-ako-chalani,null,null,null,fanusici-shreka-sem	dede-je-na-slovensku-stasny	tisic-a-jedna-noc-binbir-gece-1,null,null,null
464,1,19,0,presovsky kraj	levoca,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,zijem-naplno	milujem-smiech	klub-nebespecnych-dievcat-a-este-nebezpecnejsiich-chlapcov-xp,null,null,null,null,null,zivot-je-len-jeden-tak-si-ho-uzime-d,null,null,null,ale-ja-chcem-obidvoch-o,null,cely-pokec-napchame-do-tohto-klubu,null,null,null,null,null,null,null,null
469,1,48,0,bratislavsky kraj	malacky,0,null,null,spanie	jedlo	party	tancovanie	praca s pc	diskoteky,pri svieckach s partnerom,kocur	pes,null,null,null,null,null,null,null,null,null,null,dobreho priatela	priatelku,v laske som sa sklamal(a)	preto som velmi opatrny(a),nedokazem mat s niekym sex bez lasky,laskou mojho zivota,slobodny(a),este neviem,dobry,horory	komedie,u priatela	priatelky,disko	hip-hop	sladaky,v aute	na diskoteke,s kamaratmi do baru	pozerat dobry film v tv	pri svieckach s partnerom,slovenskej,null,ja na koncerty nechodim,korculovanie	plavanie	volejbal,volejbal	korculovanie,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
490,1,72,1,trnavsky kraj	senica,19,studujem,anglicky a svoj,null,null,mam macky,vysportovana,vyborny,hnede,hnede,na jezka,zakladne,cierna,nefajcim,null,panna,udrzujem vztahy s priatelmi,nie je nic lepsie	ako byt zamilovany,null,laskou mojho zivota,zasnubeny,null,v buducnosti chcem mat dve deti,akcne	komedie	zahadne	mysteriozne	vojnove	eroticke	horory	sci-fi,u priatelky	doma z gauca	v kine,uplne vsetko,kedykolvek a kdekolvek,null,slovenskej,antiomg,zriedkavo,null,hokej	tenis	auto-moto sporty	snooker	futbal,sportovec,null,policia-vazne-skodi-vam-a-ostatnim-okolo-vas-d,null,null,null,null,null,cely-pokec-napchame-do-tohto-klubu	esotericism,null,null,null,motocross-to-je-sport-d,null,null,null,null
511,1,74,1,trnavsky kraj	holic,13,sport,anglicky,null,v dobrej restauracii,null,vysportovana,vyborny,null,cierne,null,null,modra,nefajcim,abstinent,null,null,v laske vidim zmysel zivota,null,null,slobodny,null,null,komedie,doma z gauca,vselijaku,na posteli,null,slovenskej,profesionali	klub-retardovanych	zivot-s-usmevom-d	zaaabavaaa-a-smiech-je-moj-zivooot-p	sranda-ne	na-pociatku-boh-stvoril-nebo-a-zem-ostatne-je-made-in-china-dd	kto-dava-tvojim-peram-usmev-dava-tvojmu-srdcu-zivot	milujem-adrenalin-d	dievcata-vs-chlapci-kto-wyhraa-d	leto-2o10-bolo-super	pepeq-a-pa3k	skrecci-d	best-frend-zs-unin	kto-neznasa-hanah-montanu-tak-nech-ide-do-tohto-klubu,null,futbal,futbal	hokej,futbalista,null,som-kto-som	robim-si-co-chcem-a-ako-chcem-p	peace-and-love-1	robim-chyby-ucim-sa-na-nich-chchem-byt-lepsi	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	zamiluj-sa-do-mna-preto-kto-naozaj-som-nie-preto-ako-vyzeram	coca-cola-3	bongo-team	bez-lasky-sa-neda-zit	neotacaj-sa-vsetko-je-pred-tebou	luubim-mojich-best-friends-d,david-guetta	music-is-my-life	hip-hop-2	prekliata-skola	hudba-je-liek	bez-hudby-ani-den	i-love-music	neviem-si-predstavit-ze-sedim-za-pc-bez-hudby	snowgoons	i-love-music-5	neznasam-hannu-montanu	ked-hudba-tak-nahlas	i-music-4,bmw-d,peace-1	slovensko-si-nedame,co-bolo-bolo-ale-co-bude-ma-zaujima	milujeeeeeeeeeeeem-ked-mi-povie-luubiiiiim-ta	lubit-mozme-kazdeho-no-milovat-len-jendeho	priatelstvo-1	milujem-mojich-kamaratov-z-velkym-k	milujem-svoju-lasku	slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	srdcu-nerozkazes-srdce-si-vybera-samo	radsej-mat-par-pravych-ako-milion-falosnych	ked-ti-odomna-pride-pozvanka-mam-ta-rada	nevies-saa-rozhodnut-rozhodni-sa-srdcom	zijem-pre-ludi-ktory-ziju-pre-mna	to-co-urobis-je-viac-ako-to-co-len-povies	smejem-sa-nawzdy	priatelia-nadovsetko	chlapcov-treba-luubit	niekedy-je-v-zivote-vela-prekazok	vsetci-vravia-ze-cenne-veci-do-skoly-nepatria-tak-naco-tam-chodime-my	cim-viac-lasky-rodas-tym-viac-ti-zostane	laska-je-nekonecna	keby-nebolo-spomienok-ani-by-sme-nevedeli-ze-sme-boli-niekedy-stastnyy	ked-ta-ma-dakto-rad-cen-si-to-aj-ja-ta-mam-rada-ked-ti-poslem-pozvanku	do-dochto-klubu-mozu-iba-borci	slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial-3	posielam-ti-pozvanku-preto-lebo-mi-na-tebe-zalezi	chces-kiss-pridaj-sa	tazke-je-zabudnut-ked-si-v-mojom-srdci-ale-ty-to-nechapes-a-mal-by-si-nevies-ako-to-bolii-hrozne	bojuj-za-to-co-milujes	ked-ti-odomna-pride-pozvanka-mam-ta-rada-4	#	#,null,sme-proti-zabijaniu-smolkov-do-smolkovej-zmrzliny	cely-pokec-napchame-do-tohto-klubu	kto-si-mysli-ze-pokec-opakuje-po-facebook-u-nech-sa-stane-clenom-p	hana-montana-je-zlocin-za-ktory-by-mali-ist-do-basy-ti-ktori-ju-vytvorily	kupeme-sa-spolu-vo-vani-sme-nekonecnou-vasnou-sputani-tela-mame-krasne-mokrucke-a-robime-spolu-veci-chutnucke-tvoja-spongia,null,pokec,null,arsenal-fc	football-klub	i-football	futbal-for-ewer-d	futbal-najlepsi-sport-na-svete	spain-the-best-football-team	futbal-je-moj-zivot	cesc-fabregas	football	futbal-je-najlepsi-priatel-cloveka	nike-write-the-future	som-fanusik-futbalu	slovensko-slovakia	pittsburgh-penguins	arsenal-london-fc	milujem-ten-pocit-ked-mozem-zakricat-gooooool	uninsi-fanklub,m_a_f_s_t_o_r_y	zeke-a-luther-kibl-soulu,null,coookoooladqa,null
493,1,69,1,trnavsky kraj	senica,0,studujem,null,sportovanie	praca s pc	pc hry	pozeranie filmov	malovanie	kupalisko	spanie	stanovanie,pri telke	v posteli,nemam ziadne,chuda,vyborny,modre,blond,rovne,zakladne,modra	zelena,nefajcim,abstinent,panna,null,null,null,mojou chybajucou polovickou,slobodny(a)	zasnubeny,null,null,akcne	dramy	horory	komedie	romanticke	serialy	sci-fi	fantasy	vojnove	rodinne	eroticke,doma z gauca,null,na posteli,null,slovenskej	francuzskej	talianskej	cinskej,null,null,basketbal	behanie	futbal	hokej	kolieskove korcule	pingpong	plavanie	l,futbal	hokej,null,o zabave	hry	humor,luubim-mojich-best-friends-d	nikdy-nezabudnem-nato-co-sme-spolu-prezili-ty-a-ja,null,najspolahlivejsie-auto-sveta-je-skoda-120l,null,null,null,null,null,null,null,null,null,null,null,null
588,0,84,1,trnavsky kraj	senica,19,null,nemecky,hackovanie	vysivanie	sitie	chovatelstvo	malovanie	varenie	priatelia	sex	chodenie do muzei,pri telke	pri svieckach s partnerom	z partnerovho bruska,null,priemerna,vyborny,hnede,hnede,null,zakladne,biela	cervena	cierna	fialova	hneda	modra	oranzova	ruzova	zelena	zlta,fajcim pravidelne,pijem prilezitostne,baran,vaznu znamost	dobreho priatela	priatelku	niekoho na chatovanie,romanticka laska nie je pre mna	davam prednost realite,najlepsi je sex na jednu noc,moj najlepsi priatel,slobodny(a),null,null,akcne	horory	komedie	romanticke	serialy	sci-fi	fantasy	muzikaly	vojnove	rodinne	eroticke,doma z gauca	u priatela	priatelky,disko	rock	pop	muzikaly	jazz	sladaky	klasicka hudba	opery	folk a country,na dobru noc	pri sexe	pri chodzi	kedykolvek a kdekolvek,zhasnut svetla a meditovat	s kamaratmi do baru	pri svieckach s partnerom,null,seci-zahoraci-seem	buure-maam-nawzdyy-w-srdcii	leto-2-0-1-0-nezabudnem-nikedy-o	staree-ccasyy	posli-tuto-pozvanku-vsem-ktere-nechces-nikdy-ztratit,null,aerobik	auto-moto sporty,aerobik	auto-moto sporty	korculovanie,zdravotna sestra,rozpravky	o zabave	hry	humor	nabozensku literaturu	sociologia a pedagogika	necitam knihy,bure-su-naj-nikdy-neopustim	nikdy-sa-neprestan-smiat-a-usmievat-uz-len-preto-ze-smiech-lieci-ddd	i-pokec-sport-disco-concerts-fun-and-my-friends	nikdy-nelutuj-to-co-si-urobyl-ale-lutuj-to-co-si-neurobil	nemusis-byt-dokonaly-ani-prekrasny-ale-si-proste-vynimocny	najprv-je-vsetko-super-staci-blbost-a-zrazu-je-vsetko-prec,taio-cruz-dynamite-1,autokros	ford-mustang-gt500	tuning-club	skoda-tuning-club	milujem-rychlu-jazdu-a-pocit-slobody	d-d-muuj-najvjeciii-sen-vodiic-kamionaaa-d-d	felicia-tuning,null,ked-ti-odomna-pride-pozvanka-mam-ta-rada	facebook-1	milujeem-len-tebaa-cmuq-d	ste-premna-vsetkym	je-mi-luto-ze-to-medzi-nami-uz-neni-take-ako-byvalo,null,zaluuuuubenyyy,null,null,null,rally-borsky-mikulas,null,null,fuj-leccoo-d,neznasame-reklamy
579,1,84,1,trnavsky kraj	senica,0,dopravy,anglicky	nemecky,sportovanie	party,pri telke	v dobrej restauracii,null,priemerna,vyborny,hnede,hnede,kratke,zakladne	zakladne,cervena	modra	zelena,fajcim pravidelne,pijem prilezitostne,byk,kamosov,nie je nic lepsie	ako byt zamilovany(a),to skutocne zalezi len na okolnostiach,laskou mojho zivota,slobodny(a),null,v buducnosti chcem mat deti,akcne	komedie	romanticke	vojnove	historicke,v kine	doma z gauca	u priatela	priatelky,disko	hitparadovky	rock	metal	sladaky	house	techno,na posteli	na diskoteke	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	s kamaratmi do baru	pc hry,null,buure-maam-nawzdyy-w-srdcii	leto-2-0-1-0-nezabudnem-nikedy-o	staree-ccasyy,ja na koncerty nechodim,auto-moto sporty	futbal	hokej,auto-moto sporty	basketbal	futbal	golf	hokej	snowboarding,stredna skola,necitam knihy,rychle-stroje	bure-su-naj-nikdy-neopustim	nikdy-nelutuj-to-co-si-urobyl-ale-lutuj-to-co-si-neurobil	slovenska-mafia,null,autokros	drift	tuning-club	rally	trucker	zabijaci-na-autach	mitsubishi-lancer-evo-club-evolucia-v-tvojich-rukach	d-d-muuj-najvjeciii-sen-vodiic-kamionaaa-d-d	autobazar-eu	rally-cross-klub-borsky-mikulas,null,radsej-mat-par-pravych-ako-milion-falosnych,null,prezil-som-peknee-letooo-2010-a-bude-mi-za-nim-smutno,null,null,null,buuure	rally-borsky-mikulas,m_a_f_s_t_o_r_y,null,null,null
627,1,66,1,banskobystricky kraj	zvolen,16,null,anglicky,sportovanie	pc hry	pozeranie filmov,pri telke,nemam ziadne,null,vidim co chcem,hnede,hnede,na jezka,zs,null,nie,abstinent,vodnar,null,null,null,null,slobodny,null,null,akcne	komedie,doma z gauca,disko	rock,na posteli,pc hry,cinskej	madarske,null,ja na koncerty nechodim,futbal	baseball,futbal	auto-moto sporty	bojove sporty,null,rozpravky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
642,1,83,1,nitriansky kraj	topolcany,15,studujem,anglicky	slovensky	cesky,sportovanie	domace prace	pc hry	surfovanie po webe	kupalisko	kino	spanie	pozeranie filmov	stanovanie	priatelia,pri telke	v posteli	v dobrej restauracii,nemam ziadne,priemerna,vyborny,hnede,cierne,kratke,zakladne,biela	cervena	modra	oranzova	zelena,fajcim prilezitostne,abstinent,null,dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,laskou mojho zivota	mojou chybajucou polovickou,slobodny(a),null,null,akcne	horory	komedie	serialy	sci-fi	muzikaly	rodinne	zahadne	mysteriozne	dokumentarne,v kine	doma z gauca,hitparadovky	pop	soundtracky	hip-hop,na posteli	vo vani	na dobru noc	v praci	pri chodzi	kedykolvek a kdekolvek	v aute,ist do posilnovne	pocuvat dobru hudbu	pozerat dobry film v tv	surfovat na sieti a chatovat,slovenskej	talianskej	morske zivocichy,mam-rad-garden-party-house-party-ci-nejaku-inu-party-xd	zuvackyy-orbit-dd	miestnost-nastrocni,ja na koncerty nechodim,auto-moto sporty	kolieskove korcule	bedminton,auto-moto sporty	baseball	basketbal	bedminton	behanie	bezkovanie	bojove sporty	clnkovanie	veslovanie	futbal	golf	hadzana	hokej	kolieskove korcule	korculovanie	lyzovanie	paragliding	pingpong	plavanie	posilnovanie	skateboarding	snowboarding	surfing	tenis,zakladna skola,null,99-mojho-zivota-tvori-hudba	uz-ziadne-lucenie	trdla-a-telatka-supsem,prekliata-skola,null,ako-ludia-odpovedaju-na-slovo-ideme-chytry-co-hlupy-pr-eco-srandovny-ideme-blon-dinky-o-co-ide-nadrzany-sukat-zami-lovany-kam-kde-de-lahostajny-jj-debil,poznam-bolest-ale-poznam-aj-lasku	chlapci-si-zasluzi-lasku	laska-je-to-najkrajsie-co-ma-kedy-stretlo-kto-by-toto-povedal-o-sebe-nech-sa-sem-prida	chces-kiss-pridaj-sa,null,null,null,pokec,skola-sa-hasi-benzinom-a-nie-vodou-to-si-zapamataj-d,futbal-a-hokej,nikdy-to-nevzdavaj	oblacno-miestami-fasirky,null,null,null
675,0,67,1,kosicky kraj	kosice - okolie,22,sluzieb a obchodu,null,null,null,mam hlodavce	mam kona,priemerna,vyborny,zelene,cierne,null,stredoskolske,null,nefajcim,pijem pravidelne,null,null,null,null,uprace,null,null,null,muzikaly	kasove trhaky,null,null,null,null,null,null,null,null,null,null,odbornu literaturu	psychologicku literaturu	cestopisy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
639,1,66,0,zilinsky kraj	namestovo,0,studujem,anglicky,null,null,null,priemerna,vyborny,zelene,hnede,stredne,null,null,null,null,baran,vaznu znamost	niekoho na chatovanie	dobreho priatela	priatelku,v laske vidim zmysel zivota,null,mojou chybajucou polovickou	laskou mojho zivota	clovek	ktoreho uplne respektujem,slobodny(a),null,null,null,v kine	doma z gauca	u priatela	priatelky,disko	rock	rap	metal	soundtracky	house	techno,na posteli	na diskoteke	na koncerte	pri chodzi,pozerat dobry film v tv	pc hry	ist s kamaratmi do baru,null,laska-je-stav-ked-obaja-pacienti-musia-ist-do-postele	novot-4ewer	ak-si-moj-priatel-dostanes-pozvanku	novotania	bungalov-v-pupinci	keby-nas-niekto-spolu-videl-zavrel-by-nas-do-ustavu	zaaabavaaa-a-smiech-je-moj-zivooot-p	smajliky-su-tvojim-zivotom-raz-su-usmievavy-a-raz-zase-smutny	klub-nebespecnych-dievcat-a-este-nebezpecnejsiich-chlapcov-xp	kto-miiiluje-cokolaadu-ma-miesto-tuuu	taky-bos-aky-som-ja-sa-este-nenarodil	chcem-aby-skola-bola-z-cokolaaady	malucky-sem	a-prevezem-ta-na-ziguli-eeeenn-eeeeeeenn	bukekela-dede-je-najlepsi	co-si-nepamatam-to-sa-nestalo-1	smiech-lieci-a-preto-sa-smejem-stale-d-xd,null,null,null,null,null,99-mojho-zivota-tvori-hudba	robim-chyby-ucim-sa-na-nich-chchem-byt-lepsi	sklamanie-v-laske-slzi-zial-a-tak	na-dosiahnutie-ciela-je-potrebne-snivat-tak-kasli-na-vsetko-a-chod-spat	kamrati-ja-im-hovorim-priatelia-najlepsi-kamrati-ja-im-hovorim-rodina	rappery-hip-hopery	nechceme-ist-do-skoly-chceme-spat-do-10-00	aj-ked-sme-boli-rozdeleni-navzdy-spolu-a-na-vecierku-si-to-musime-uzit	moji-najlepsi-kamosiiiiiii-d-d	brejk-denz-bradrz-mali-ist-do-finale	punku-mame-seci-dost-nema-ziadnu-buducnost-metal-nech-sa-schova-my-sme-mladez-hip-hopova	navzdy-spolu-novotsky-8-rocnik	zijem-si-to-co-chcem-a-nedovolim-aby-sa-mi-ostatni-do-toho-srali,prekliata-skola	bez-hudby-ani-den	rytmus-zahadnaaa-xp	hip-hop-rap-is-best	kto-miluje-hutbu-nech-sa-pridaaaaaaaaaaaaaa	i-3-music-2,null,dobra-nalada-nevyriesi-vsetky-tvoje-problemy-ale-nasere-tolko-ludi-ze-stoji-zato-si-ju-udrzat	laska-boly-a-je-to-na-picu,co-bolo-bolo-ale-co-bude-ma-zaujima	lubit-mozme-kazdeho-no-milovat-len-jendeho	priatelstvo-1	slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	kssp	srdcu-nerozkazes-srdce-si-vybera-samo	vsetqy-dievcata-sem	vsetci-sa-mi-pletu-do-zivota	ked-ti-odomna-pride-pozvanka-mam-ta-rada	laska-velmy-boli	preco-som-sprosta-nepoviem-preco-nepoviem-pretoze-nechcem-preco-nechcem-pretoze-sa-za-to-hanbim	to-co-urobis-je-viac-ako-to-co-len-povies	laska-moze-zomriet-na-pravdu-priatelstvo-na-loz	chlapcov-treba-luubit	ak-niekoho-lubis-tak-jej-mu-to-povec-lebo-by-ta-mohol-mohla-predbehnut-iny-a	pravda-boli-ale-klamstvo-boli-ale-laska-boli-najviac	dat-niekomu-pusu-je	posielam-ti-pozvanku-preto-lebo-mi-na-tebe-zalezi	chces-kiss-pridaj-sa	pozvi-sem-cloveka-ktoremu-chces-povedat-dakujem-za-to-ze-si	laska-je-to-najkrajsie-co-moze-byt-ale-preco-potom-tak-strasne-boli	rozum-hovori-zabudni-ale-srdce-vydrz	zamilovani-2	len-vtedy-lubis-skutocne-ked-lubis-bez-priciny	tazke-je-zabudnut-ked-si-v-mojom-srdci-ale-ty-to-nechapes-a-mal-by-si-nevies-ako-to-bolii-hrozne	zlomil-mi-srdce-a-ja-nwm-preco-mna-to-este-boli	7-b-forewer-d	novot-zakamenne_4ever-x	najvacsia-bezmoc-je-ked-ti-niekto-neveri-a-ty-vies-ze-hovoris-pravdu	preco-sa-bat-pusy-ved-bozkavat-sa-musi-je-to-vec-nutna-a-tak-chutna	ako-ti-mam-povedat-ze-ta-milujem	ked-ju-milujes-nieje-co-riesit-6	ked-niet-cesty-spat-a-tvoje-sluby-su-uz-len-prazdne-slova	mam-rada-svojich-kamosov-a-preto-ta-pozyvam-aj-do-tohto-klubu-aby-si-vedel-la-ze-aj-ty-patris-medzi-nich-lubim	moje-male-zlate	moje-naj-kamosky-a-kamosiiii	zamilovaniiii-vseci-sem	dakujem-ti-za-to-ze-si	koho-trapi-laska-nech-ide-sem-a-napiste-to-kazdemu	sem-pozvem-len-tych-ktorych-mam-neskutocne-rada	ak-si-moj-kamos-kamoska-tak-sa-pridaj-a-nemysli-si-ze-si-fajn-ale-ze-si-nieco-ked-vstuupis-do-tohto-klubu-tak-budes-mat-pocit-ze-si-sa-narodil-u-debilov-ale-snad-to-prezijes	preco-su-ti-chalani-taki-komplikovani-nieze-by-sme-my-zeny-neboli-ale-saak-isto-sme-menej-komplikovane-ako-muziii-mam-chalanov-velmi-rada-ale-saaak-dakedy-ich-mam-chut-zabit	niekomu-vikopnut-mozok-z-hlavi	posielaj-tu-tych-ludi-co-nelutujes-ze-si-ich-spoznal-ktorym-posielas-velke-kiss	nebudem-plakat-kvoli-niekomu-kto-o-mna-nestoji	dakujem-za-vsetok-spolocne-straveny-cas-a-krase-spomienky	#	#,usmej-sa-3,milujem-ked-som-s-mojimy-priatelmi	sme-proti-zabijaniu-smolkov-do-smolkovej-zmrzliny	cely-pokec-napchame-do-tohto-klubu	ja-nemyslim-ja-viem-d-d-d	vianoce-2010-d	bukekela-vianoce-dede-d,thyy-patriis-do-mojho-srdiecka-3	chalani-su-ako-aniely-len-skoda-ze-pri-dopade-na-zem-padli-na-hlavu-d,null,milujem-ten-pocit-ked-mozem-ucke-zrat-nervy-d	mudrych-ludi-z-neba-nezhazduju-ale-sprosty-ako-keby-padali-s-neba	spriahnutie-proti-ucitelom,pre-nas-su-hokejisti-aj-tak-majstri-aj-bez-medaili,null,null,hudba-patri-odjakziva-k-podstate-zivota-k-tomu-co-robi-cloveka-ludskym-d,null
630,1,60,1,trnavsky kraj	senica,20,null,anglicky	nemecky,sportovanie	cestovanie	prace v zahrade	praca s pc	pocuvanie hudby	pozeranie filmov	kino	priatelia	spanie	stanovanie,pri telke	pri svieckach s partnerom	v posteli,mam psa,priemerna,vyborny,zelene,hnede,null,zakladne,biela	zelena,fajcim pravidelne,uz nepijem,lev,niekoho na chatovanie,v laske vidim zmysel zivota,nedokazem mat s niekym sex bez lasky,null,null,null,v buducnosti chcem mat deti,akcne	horory	komedie	dokumentarne	zahadne	mysteriozne	vojnove	historicke,doma z gauca,rap,vo vani	kedykolvek a kdekolvek,ist do kina alebo divadla	ist do posilnovne	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	citat dobru knihu	surfovat na sieti a chatovat	pri svieckach s partnerom,slovenskej	francuzskej	talianskej	greckej	mexickej,null,ja na koncerty nechodim,futbal	posilnovanie,auto-moto sporty	baseball	basketbal	behanie	bezkovanie	bojove sporty	clnkovanie	veslovanie	futbal	golf	hadzana	hokej	lyzovanie	pingpong	plavanie	snowboarding	surfing	tenis,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
709,0,74,0,kosicky kraj	kosice - zapad,15,studujem,slovensky	anglicky	madarsky,sportovanie	cestovanie	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	chovatelstvo	malovanie	diskoteky	kupalisko	varenie	jedlo	kino	party	priatelia	spanie	divadlo	nakupovanie	chodenie do muzei,pri telke	pri pc	v kuchyni pri stole,nemam ziadne,priemerna,vyborny,zelene,null,rovne	dlhe,zakladne,oranzova	ruzova	zlta,nefajcim,pijem prilezitostne,rak,niekoho na chatovanie	dobreho priatela	priatelku,v laske vidim zmysel zivota,to skutocne zalezi len na okolnostiach,absolutne zodpovedny a spolahlivy	hlavne spolocensky typ	hlavne dobry milenec,slobodny(a),null,v buducnosti chcem mat deti,akcne	horory	komedie	romanticke	serialy	fantasy	muzikaly	historicke	rodinne	zahadne	mysteriozne,v kine	doma z gauca,rap	sladaky	pop	house	techno	hip-hop,na posteli	vo vani	na dobru noc	s partnerom	na diskoteke	pri chodzi	kedykolvek a kdekolvek,zhasnut svetla a meditovat	ist do kina alebo divadla	nieco dobre uvarit	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	citat dobru knihu	surfovat na sieti a chatovat,slovenskej	francuzskej	madarskej,popoluska-dostane-tri-oriesky-otvori-prvi-nic-otvori-druhy-nic-s-tretieho-orieska-vylezie-cervik-zmurkne-na-popolusku-a-vravi-trapas-co	napchajme-sem-cely-pokec	friends-15	bukekela-dede-je-najlepsi,null,behanie	futbal	kolieskove korcule	korculovanie	basketball,null,zakladna skola,rozpravky	poeziu	historicke romany	o zabave	hry	humor	casopisy,ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	posli-sem-vsetkych-svojich-priatelov-mozno-sa-nam-podari-pozbierat-vsetkych-ludi-z-pokecu	na-was-se-nezabudaaaa,null,null,null,raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-3	ked-ti-odomna-pride-pozvanka-mam-ta-rada	nevies-saa-rozhodnut-rozhodni-sa-srdcom	n-c-i-s-namorny-vysetrovaciy-pripad	3-i-love-you-3-i-hate-you-3	pozvi-sem-cloveka-ktoremu-chces-povedat-dakujem-za-to-ze-si	milujem-svoje-spoluziacky-ktore-mi-stale-pomozu-3	zamilej-sa-do-mna-preto-kto-som-a-nie-ako-vyzeram	plac-casto-lieci-ale-niekedy-to-neviide,null,cely-pokec-napchame-do-tohto-klubu,null,null,null,null,null,null,null,null
755,0,14,1,kosicky kraj	sobrance,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,najlepsie-recepty	kucharik-s-capicou	osvedcene-recepty,null,null,null,null,null,null,null,null
